id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
37612,22.0,4.0,4.0,2.0,44.0,201.74,0.1,10.0,20.59,1977.04,0.07,109.84,17,0,3,0,16.0,12.0,26.0,18.0,7.0,False
58356,35.0,4.0,3.0,2.0,126.0,624.23,0.04,26.47,23.49,14910.2,0.21,828.75,25,2,5,0,16.0,15.0,76.0,50.0,7.0,False
87571,14.0,2.0,1.0,2.0,54.0,240.81,0.12,8.03,27.17,2287.69,0.08,127.09,11,0,1,0,11.0,13.0,33.0,21.0,3.0,False
83720,86.0,7.0,4.0,5.0,126.0,697.47,0.04,27.5,27.52,20163.7,0.21,1120.21,39,15,27,1,15.0,15.0,82.0,48.0,13.0,True
97580,16.0,1.0,1.0,1.0,24.0,93.77,0.15,6.75,13.89,632.92,0.03,35.16,11,0,3,0,9.0,6.0,14.0,10.0,1.0,False
82108,9.0,2.0,1.0,2.0,15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,6,0,1,0,7.0,5.0,12.0,6.0,3.0,False
77832,39.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,False
30142,35.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
41634,32.0,3.0,1.0,3.0,89.0,463.64,0.08,12.61,35.71,5848.2,0.15,324.9,21,7,4,0,15.0,20.0,52.0,37.0,5.0,False
19018,12.0,2.0,1.0,2.0,33.0,109.39,0.14,7.33,15.53,875.14,0.04,48.62,8,0,1,0,8.0,6.0,21.0,12.0,3.0,False
11751,19.0,3.0,1.0,3.0,43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,15,0,2,0,11.0,11.0,27.0,16.0,5.0,False
89296,31.0,5.0,1.0,2.0,57.0,264.7,0.12,8.31,31.86,2199.04,0.09,122.17,15,0,0,0,12.0,13.0,39.0,18.0,9.0,False
33685,8.0,2.0,1.0,2.0,13.0,44.97,0.25,4.0,11.0,179.89,0.01,9.98,4,1,1,0,8.0,3.0,8.0,3.0,3.0,False
52855,115.0,25.0,19.0,13.0,325.0,2060.44,0.04,25.73,80.08,53012.97,0.69,2945.16,86,5,18,6,22.0,53.0,187.0,138.0,46.0,False
25603,100.0,14.0,7.0,10.0,345.0,2085.32,0.02,48.58,48.52,99995.08,0.7,5555.28,74,10,12,0,21.0,30.0,198.0,147.0,27.0,False
88103,66.0,10.0,1.0,6.0,203.0,1106.96,0.03,34.04,31.13,38520.22,0.37,2140.01,53,0,9,0,21.0,25.0,121.0,82.0,19.0,False
67242,28.0,5.0,1.0,4.0,106.0,546.99,0.06,15.6,34.19,8751.88,0.18,486.22,23,0,3,0,17.0,20.0,67.0,39.0,9.0,False
15152,15.0,2.0,1.0,2.0,32.0,140.55,0.14,7.22,19.66,943.59,0.05,52.42,11,0,1,0,10.0,9.0,19.0,13.0,3.0,False
14778,76.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
88544,16.0,2.0,1.0,2.0,73.0,425.73,0.13,7.41,50.21,2797.66,0.14,155.43,9,0,5,0,11.0,23.0,36.0,34.0,3.0,True
11014,7.0,1.0,1.0,1.0,9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,5,0,0,0,6.0,2.0,7.0,2.0,1.0,False
10926,31.0,3.0,1.0,3.0,107.0,553.48,0.12,8.13,66.39,3463.04,0.18,192.39,18,3,8,0,10.0,29.0,50.0,51.0,5.0,False
80945,23.0,6.0,6.0,2.0,65.0,330.69,0.09,11.25,27.09,3100.28,0.11,172.24,17,0,3,0,15.0,18.0,37.0,27.0,11.0,False
84403,169.0,25.0,16.0,11.0,516.0,3442.97,0.02,54.2,56.28,79495.75,1.15,4398.89,111,21,32,3,23.0,50.0,306.0,242.0,47.0,True
43873,29.0,4.0,1.0,4.0,117.0,613.11,0.08,12.32,45.3,7276.54,0.2,404.25,25,1,2,0,12.0,23.0,70.0,47.0,7.0,False
12265,23.0,2.0,1.0,2.0,43.0,201.74,0.1,10.4,19.38,1878.31,0.07,104.35,17,0,3,0,13.0,10.0,27.0,16.0,3.0,False
93102,56.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,True
49034,7.0,2.0,1.0,2.0,14.0,48.43,0.18,5.6,9.08,258.3,0.02,14.35,4,0,1,0,8.0,5.0,8.0,6.0,3.0,False
18829,110.0,17.0,7.0,12.0,298.0,1760.25,0.03,35.0,46.15,60632.89,0.59,3368.49,78,19,10,2,22.0,38.0,162.0,110.0,33.0,True
4050,38.0,4.0,4.0,3.0,120.0,642.16,0.06,15.84,40.34,10183.98,0.21,565.78,27,1,5,0,13.0,22.0,66.0,54.0,7.0,False
38552,17.0,1.0,1.0,1.0,41.0,170.97,0.17,5.88,31.27,1060.92,0.06,58.94,11,0,3,0,8.0,12.0,24.0,17.0,1.0,False
1938,30.0,8.0,8.0,7.0,122.0,651.2,0.04,25.5,25.49,14283.51,0.22,793.53,25,0,3,0,17.0,18.0,76.0,50.0,15.0,False
10034,18.0,3.0,1.0,3.0,55.0,255.41,0.1,9.75,28.67,2265.87,0.09,125.88,16,0,1,0,10.0,13.0,30.0,25.0,5.0,False
87188,23.0,1.0,1.0,1.0,54.0,229.39,0.14,7.19,33.26,1871.81,0.08,103.99,11,2,6,0,7.0,12.0,29.0,25.0,1.0,False
33383,83.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
85740,23.0,2.0,1.0,2.0,56.0,263.22,0.13,7.96,33.72,2124.09,0.09,118.0,13,0,5,0,9.0,13.0,33.0,23.0,3.0,False
80421,12.0,1.0,1.0,1.0,38.0,136.23,0.12,8.57,15.68,1172.68,0.05,65.15,6,0,3,1,8.0,7.0,21.0,13.0,1.0,False
51320,34.0,6.0,1.0,3.0,200.0,1144.94,0.03,32.61,34.16,36210.9,0.38,2011.72,28,0,4,0,21.0,27.0,112.0,82.0,11.0,False
15621,74.0,14.0,14.0,13.0,224.0,1225.27,0.04,23.5,55.45,28495.61,0.41,1583.09,56,0,13,3,19.0,35.0,143.0,89.0,27.0,True
37407,36.0,6.0,3.0,4.0,87.0,463.01,0.07,13.71,31.93,5988.9,0.14,332.72,31,1,2,0,17.0,21.0,48.0,35.0,11.0,False
31553,20.0,2.0,1.0,2.0,64.0,320.0,0.13,7.58,37.6,2165.77,0.11,120.32,14,0,4,0,11.0,19.0,36.0,24.0,3.0,False
74014,10.0,1.0,1.0,1.0,22.0,81.41,0.21,4.67,16.65,369.01,0.03,20.5,6,0,2,0,7.0,6.0,14.0,8.0,1.0,False
38480,8.0,1.0,1.0,1.0,10.0,31.7,0.29,3.5,10.57,95.1,0.01,5.28,4,1,1,0,7.0,3.0,7.0,3.0,1.0,False
68242,134.0,23.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,False
14019,19.0,2.0,1.0,1.0,38.0,161.42,0.15,6.8,23.09,1075.92,0.05,59.77,14,0,1,0,8.0,10.0,21.0,17.0,3.0,False
59932,32.0,3.0,1.0,3.0,123.0,641.16,0.05,20.58,30.9,12559.06,0.21,697.73,24,0,5,0,14.0,18.0,71.0,52.0,5.0,False
64979,61.0,11.0,6.0,6.0,124.0,575.84,0.04,25.26,23.25,13824.4,0.19,768.02,37,15,9,0,15.0,14.0,72.0,46.0,21.0,True
71261,17.0,4.0,1.0,3.0,42.0,189.99,0.09,11.14,17.59,2169.51,0.06,120.97,14,0,1,0,16.0,14.0,27.0,21.0,7.0,False
1718,7.0,1.0,1.0,1.0,25.0,97.67,0.26,3.82,34.99,502.57,0.03,27.92,5,0,0,0,6.0,11.0,16.0,11.0,1.0,False
43917,10.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,7,0,1,0,10.0,8.0,13.0,8.0,5.0,False
24768,30.0,5.0,1.0,1.0,119.0,538.3,0.06,16.0,33.64,8612.86,0.18,478.49,23,3,1,1,16.0,15.0,79.0,32.0,9.0,True
34357,14.0,3.0,1.0,2.0,36.0,158.12,0.1,9.75,14.83,1541.7,0.05,85.62,10,0,1,0,12.0,8.0,24.0,13.0,5.0,False
101568,193.0,23.0,8.0,8.0,534.0,3216.32,0.02,54.15,50.15,189081.51,1.07,10504.53,157,9,11,0,26.0,45.0,325.0,239.0,45.0,False
64019,55.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
33111,17.0,3.0,1.0,3.0,34.0,153.8,0.12,8.55,18.25,1258.37,0.05,69.91,14,0,1,0,12.0,10.0,19.0,15.0,5.0,False
64026,31.0,2.0,1.0,2.0,111.0,582.52,0.08,12.25,43.77,7135.87,0.19,396.44,19,0,5,0,14.0,24.0,69.0,42.0,3.0,False
45545,14.0,3.0,1.0,1.0,34.0,132.83,0.13,7.56,17.58,1045.16,0.04,58.06,10,0,2,0,11.0,6.0,23.0,11.0,5.0,False
93467,23.0,3.0,1.0,3.0,46.0,218.72,0.13,7.8,29.3,1626.62,0.07,90.37,19,0,2,0,12.0,15.0,25.0,21.0,5.0,False
33315,11.0,1.0,1.0,1.0,33.0,134.89,0.18,5.33,24.33,875.19,0.04,48.62,6,1,2,0,8.0,9.0,22.0,12.0,1.0,False
16694,18.0,10.0,1.0,3.0,53.0,207.45,0.11,9.11,25.66,2154.75,0.07,119.71,15,0,1,0,10.0,9.0,31.0,22.0,19.0,False
79598,9.0,3.0,1.0,1.0,23.0,95.91,0.12,8.33,11.35,1275.4,0.03,70.86,6,0,1,0,10.0,5.0,16.0,10.0,5.0,False
78079,80.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
34823,53.0,8.0,1.0,8.0,184.0,902.87,0.03,36.11,25.0,32595.46,0.3,1810.86,46,0,5,4,16.0,18.0,107.0,71.0,14.0,False
82354,126.0,17.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
87192,123.0,27.0,15.0,7.0,643.0,4334.76,0.02,50.68,85.53,219701.17,1.44,12205.62,113,0,7,3,28.0,79.0,357.0,286.0,53.0,False
4232,65.0,7.0,1.0,4.0,237.0,1251.03,0.03,30.06,41.63,39323.21,0.42,2184.62,52,0,12,0,19.0,27.0,144.0,83.0,13.0,False
33523,11.0,2.0,1.0,2.0,18.0,66.61,0.28,3.57,23.66,196.76,0.02,10.93,8,0,1,0,5.0,7.0,10.0,9.0,3.0,False
30811,23.0,2.0,1.0,1.0,42.0,195.04,0.09,11.25,17.17,2247.55,0.07,124.86,15,0,3,0,15.0,10.0,26.0,15.0,3.0,False
1550,17.0,2.0,1.0,2.0,44.0,206.82,0.13,8.0,23.97,1592.51,0.06,88.47,11,0,3,0,11.0,11.0,25.0,21.0,3.0,False
23330,96.0,5.0,1.0,2.0,623.0,3805.61,0.02,49.59,76.74,188720.24,1.27,10484.46,71,5,18,0,19.0,50.0,362.0,261.0,9.0,True
13688,42.0,3.0,1.0,3.0,144.0,755.7,0.06,15.98,55.62,12460.75,0.25,692.26,29,3,6,0,19.0,36.0,85.0,59.0,5.0,True
62136,10.0,1.0,1.0,1.0,31.0,131.69,0.15,6.67,19.75,877.91,0.04,48.77,5,1,2,1,10.0,9.0,18.0,13.0,1.0,False
32468,19.0,3.0,3.0,2.0,44.0,206.82,0.1,10.53,18.89,3117.7,0.06,173.21,14,0,3,0,16.0,10.0,29.0,13.0,5.0,False
99055,187.0,25.0,13.0,11.0,1117.0,6363.0,0.03,39.59,96.91,111124.88,2.12,6173.6,158,0,23,2,25.0,65.0,619.0,384.0,49.0,True
53548,39.0,2.0,1.0,2.0,108.0,549.45,0.09,11.14,49.53,6334.55,0.18,351.92,28,0,6,0,12.0,21.0,66.0,42.0,3.0,False
85532,22.0,4.0,1.0,3.0,74.0,417.17,0.07,13.03,32.03,5434.21,0.14,301.9,17,0,3,0,15.0,19.0,49.0,33.0,7.0,False
55816,26.0,3.0,1.0,2.0,77.0,377.83,0.08,11.92,32.21,4637.64,0.13,258.08,19,0,5,0,17.0,18.0,51.0,26.0,5.0,False
75636,16.0,2.0,1.0,2.0,88.0,435.97,0.07,14.86,31.77,6318.77,0.15,351.04,11,0,3,0,13.0,21.0,50.0,38.0,3.0,False
49702,10.0,2.0,1.0,2.0,26.0,108.42,0.14,7.0,15.49,758.93,0.04,42.16,6,0,0,0,8.0,6.0,19.0,9.0,3.0,False
85572,12.0,2.0,1.0,1.0,16.0,57.36,0.17,6.0,9.56,344.16,0.02,19.12,7,0,3,0,8.0,4.0,10.0,6.0,3.0,False
34290,60.0,21.0,15.0,7.0,179.0,994.24,0.03,29.42,31.05,30099.77,0.33,1672.21,46,2,11,0,23.0,20.0,110.0,59.0,41.0,True
8452,17.0,2.0,1.0,2.0,36.0,155.59,0.16,6.19,25.61,950.66,0.05,52.81,11,0,4,0,9.0,8.0,24.0,12.0,3.0,False
42699,65.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
73660,12.0,1.0,1.0,1.0,33.0,125.64,0.17,5.73,21.02,776.7,0.04,43.15,8,0,1,0,7.0,7.0,19.0,14.0,1.0,False
58198,20.0,6.0,1.0,3.0,49.0,224.66,0.09,11.0,18.62,2326.96,0.07,129.25,16,0,2,0,11.0,11.0,30.0,22.0,11.0,False
62319,14.0,2.0,1.0,2.0,26.0,98.99,0.16,6.67,14.85,659.94,0.03,36.66,10,0,2,0,8.0,6.0,16.0,10.0,3.0,False
37640,43.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,False
40381,20.0,2.0,1.0,2.0,79.0,393.5,0.14,7.0,44.96,2889.71,0.13,160.54,14,0,4,0,10.0,20.0,47.0,28.0,3.0,True
24323,38.0,6.0,5.0,5.0,113.0,569.35,0.05,20.16,27.54,11852.91,0.19,658.5,24,0,9,0,17.0,16.0,75.0,38.0,11.0,False
98821,112.0,16.0,10.0,10.0,352.0,2301.39,0.03,36.92,61.31,89865.49,0.77,4992.53,91,4,9,1,23.0,58.0,207.0,155.0,31.0,True
5359,16.0,2.0,1.0,2.0,55.0,248.8,0.08,13.0,18.25,3042.1,0.08,169.01,10,0,4,0,11.0,11.0,31.0,24.0,3.0,True
35975,31.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
68031,10.0,3.0,3.0,2.0,32.0,135.93,0.09,11.14,11.75,1312.72,0.05,73.57,7,0,1,0,16.0,7.0,20.0,9.0,5.0,False
34982,67.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
81916,12.0,3.0,3.0,2.0,27.0,110.36,0.18,5.5,20.19,513.33,0.04,28.52,9,0,1,0,9.0,9.0,18.0,11.0,5.0,False
89445,19.0,2.0,1.0,2.0,43.0,188.87,0.12,8.25,22.7,1542.2,0.06,85.68,13,0,4,0,11.0,12.0,25.0,18.0,3.0,False
92319,8.0,2.0,1.0,2.0,24.0,91.38,0.19,5.33,16.73,465.07,0.03,25.84,6,0,0,0,8.0,6.0,16.0,8.0,3.0,False
41671,103.0,17.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,False
80837,23.0,5.0,1.0,2.0,52.0,224.01,0.07,14.67,15.45,3264.0,0.07,181.33,18,0,1,0,12.0,6.0,36.0,18.0,6.0,False
63317,9.0,1.0,1.0,1.0,19.0,72.34,0.25,4.0,20.09,390.63,0.02,21.7,5,0,2,0,8.0,6.0,14.0,6.0,1.0,False
22764,43.0,2.0,1.0,2.0,173.0,990.93,0.04,28.0,31.93,28074.1,0.33,1559.67,28,2,7,0,14.0,17.0,115.0,68.0,3.0,False
26967,33.0,5.0,4.0,1.0,121.0,605.0,0.05,22.1,27.38,13370.5,0.21,742.81,24,4,4,0,18.0,15.0,82.0,39.0,9.0,False
68675,34.0,5.0,5.0,3.0,66.0,267.57,0.07,13.5,19.82,3612.14,0.09,200.67,24,3,4,0,11.0,11.0,39.0,27.0,9.0,False
53295,45.0,9.0,8.0,2.0,143.0,644.05,0.06,17.14,37.75,12193.85,0.21,677.44,29,5,8,0,16.0,28.0,78.0,65.0,17.0,False
70285,42.0,8.0,3.0,6.0,173.0,996.1,0.04,22.59,50.46,23107.47,0.33,1283.75,34,0,7,0,17.0,32.0,117.0,70.0,15.0,False
100488,10.0,1.0,1.0,1.0,21.0,75.28,0.22,4.5,16.73,338.78,0.03,18.82,4,1,1,0,6.0,7.0,12.0,9.0,1.0,False
86247,13.0,2.0,1.0,2.0,24.0,96.86,0.22,4.5,22.84,462.59,0.03,25.7,8,0,2,0,9.0,9.0,15.0,11.0,3.0,False
821,36.0,5.0,1.0,3.0,105.0,569.2,0.05,20.05,27.43,9961.73,0.19,553.43,23,4,5,1,19.0,22.0,62.0,43.0,9.0,False
22613,12.0,3.0,3.0,2.0,24.0,101.95,0.13,7.71,13.22,786.47,0.03,43.69,7,0,2,0,12.0,7.0,15.0,9.0,5.0,False
56649,65.0,8.0,6.0,7.0,194.0,1055.37,0.04,28.52,37.01,30097.64,0.35,1672.09,47,6,8,0,21.0,29.0,113.0,81.0,15.0,False
100144,14.0,4.0,3.0,3.0,43.0,188.87,0.08,12.5,15.28,2282.35,0.06,126.8,10,0,1,0,15.0,9.0,28.0,15.0,7.0,False
92802,17.0,3.0,1.0,3.0,60.0,294.41,0.1,9.71,30.59,3079.54,0.1,171.09,14,0,1,0,12.0,17.0,34.0,26.0,5.0,False
35254,13.0,1.0,1.0,1.0,27.0,105.49,0.35,2.88,35.16,351.62,0.04,19.53,9,0,1,0,4.0,9.0,14.0,13.0,1.0,False
65737,13.0,5.0,1.0,4.0,60.0,294.41,0.09,11.5,24.63,3064.95,0.1,170.27,10,0,1,0,10.0,14.0,32.0,28.0,9.0,True
1322,8.0,1.0,1.0,1.0,28.0,116.76,0.21,4.71,24.37,586.15,0.04,32.56,4,0,2,0,6.0,7.0,17.0,11.0,1.0,False
62553,21.0,3.0,1.0,3.0,64.0,314.04,0.1,10.5,29.25,3256.73,0.1,180.93,15,0,2,0,12.0,16.0,36.0,24.0,5.0,False
98422,16.0,2.0,1.0,2.0,39.0,168.56,0.11,9.0,19.13,1517.0,0.06,84.28,9,0,4,0,10.0,10.0,21.0,18.0,3.0,False
13132,24.0,3.0,1.0,3.0,74.0,325.03,0.09,11.05,29.48,3418.78,0.11,189.93,20,0,2,0,13.0,17.0,45.0,29.0,5.0,False
37857,13.0,2.0,1.0,2.0,35.0,158.32,0.12,8.25,18.14,1381.74,0.05,76.76,8,1,2,0,11.0,10.0,21.0,14.0,3.0,False
48143,29.0,3.0,1.0,2.0,70.0,343.48,0.06,15.58,22.76,5008.21,0.11,277.92,17,2,4,0,14.0,14.0,41.0,29.0,5.0,False
75662,66.0,12.0,4.0,10.0,235.0,1408.53,0.04,24.19,58.74,32898.67,0.47,1827.7,61,0,4,0,17.0,33.0,140.0,89.0,23.0,True
27991,32.0,5.0,3.0,2.0,65.0,330.0,0.09,10.89,30.0,3772.81,0.11,209.6,26,0,4,0,14.0,18.0,43.0,26.0,9.0,False
1317,18.0,4.0,1.0,2.0,126.0,599.12,0.05,19.0,29.36,11268.27,0.2,626.01,11,0,3,0,17.0,17.0,82.0,38.0,7.0,False
100551,17.0,2.0,1.0,1.0,41.0,187.98,0.1,10.37,18.98,2073.86,0.06,112.97,11,0,3,0,14.0,11.0,24.0,17.0,3.0,False
87270,137.0,16.0,11.0,16.0,431.0,2986.25,0.03,39.48,75.64,117903.64,1.0,6550.2,106,22,19,2,16.0,28.0,269.0,201.0,29.0,False
10899,13.0,3.0,1.0,3.0,33.0,137.61,0.12,8.33,15.62,1140.99,0.05,63.39,11,0,0,0,10.0,6.0,23.0,10.0,5.0,False
64933,8.0,2.0,1.0,2.0,18.0,64.53,0.25,4.0,15.19,258.89,0.02,14.38,5,0,1,0,8.0,6.0,12.0,6.0,3.0,False
91533,16.0,2.0,1.0,2.0,29.0,110.41,0.14,7.0,15.77,772.89,0.04,42.94,8,5,3,0,7.0,7.0,15.0,14.0,3.0,False
54275,28.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
51181,68.0,7.0,5.0,5.0,178.0,979.93,0.06,17.64,62.07,17028.53,0.33,945.53,50,5,9,0,18.0,35.0,101.0,79.0,13.0,True
70637,48.0,7.0,1.0,4.0,152.0,803.76,0.06,16.69,58.83,13788.32,0.27,763.03,44,2,5,0,16.0,28.0,91.0,51.0,9.0,False
8311,84.0,11.0,5.0,10.0,264.0,1607.09,0.04,23.12,69.84,32945.12,0.54,1830.28,73,0,7,0,21.0,51.0,161.0,121.0,21.0,True
7164,13.0,3.0,1.0,3.0,34.0,149.28,0.1,10.0,15.47,1545.09,0.05,85.84,9,0,2,0,12.0,8.0,24.0,14.0,5.0,False
96611,27.0,5.0,1.0,5.0,62.0,276.48,0.09,11.5,23.69,3174.54,0.09,176.36,22,0,2,0,10.0,13.0,33.0,29.0,9.0,True
16028,43.0,2.0,1.0,2.0,87.0,408.92,0.09,11.67,35.92,4833.96,0.14,268.55,25,1,14,0,14.0,18.0,54.0,33.0,3.0,True
93791,19.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
36532,12.0,2.0,1.0,2.0,48.0,240.0,0.12,8.44,28.57,2160.0,0.08,130.0,9,0,1,0,16.0,16.0,30.0,18.0,3.0,False
39297,27.0,14.0,13.0,2.0,87.0,469.13,0.07,15.23,25.59,6322.71,0.16,351.04,18,0,5,0,9.0,13.0,47.0,40.0,27.0,False
7105,26.0,3.0,1.0,2.0,62.0,301.85,0.09,11.54,24.26,3482.89,0.09,193.49,12,7,3,1,12.0,13.0,36.0,22.0,5.0,False
13343,18.0,2.0,1.0,2.0,46.0,198.81,0.13,8.0,23.44,1699.87,0.07,94.44,13,0,3,0,11.0,11.0,28.0,18.0,3.0,False
2783,12.0,2.0,1.0,2.0,29.0,116.0,0.16,6.43,21.11,789.43,0.04,43.41,8,0,2,0,7.0,7.0,14.0,15.0,3.0,False
69315,7.0,2.0,1.0,2.0,17.0,64.73,0.29,3.5,18.49,258.3,0.02,14.35,5,0,0,0,7.0,7.0,9.0,8.0,3.0,True
6770,13.0,3.0,1.0,2.0,44.0,191.82,0.11,8.71,23.97,1534.04,0.06,85.22,9,0,2,0,11.0,14.0,25.0,19.0,5.0,False
101254,103.0,25.0,23.0,16.0,341.0,2277.86,0.03,33.15,71.09,73515.84,0.76,4084.21,97,2,4,0,25.0,51.0,186.0,155.0,49.0,True
149,10.0,2.0,1.0,2.0,31.0,133.98,0.13,7.5,16.1,829.81,0.04,46.1,7,0,1,0,10.0,8.0,19.0,12.0,3.0,False
58657,15.0,4.0,3.0,2.0,30.0,114.22,0.12,8.64,14.41,1081.2,0.04,60.07,10,0,2,0,11.0,7.0,19.0,11.0,7.0,False
81779,16.0,4.0,1.0,1.0,52.0,208.08,0.07,14.57,15.83,3454.35,0.07,191.91,13,0,1,0,12.0,7.0,32.0,18.0,7.0,False
6177,39.0,5.0,1.0,5.0,110.0,532.19,0.09,11.1,50.21,6527.58,0.18,362.64,29,2,6,0,13.0,22.0,73.0,37.0,9.0,True
96362,45.0,9.0,12.0,6.0,122.0,607.59,0.03,38.25,17.73,22188.68,0.21,1232.7,35,3,4,0,22.0,14.0,77.0,45.0,17.0,False
81610,12.0,3.0,3.0,2.0,31.0,129.66,0.11,9.29,13.96,1264.16,0.04,70.23,8,0,2,0,13.0,7.0,21.0,10.0,5.0,False
1057,10.0,2.0,1.0,2.0,37.0,159.91,0.15,6.67,24.11,1069.68,0.05,59.43,7,0,1,0,10.0,9.0,25.0,12.0,3.0,False
20017,10.0,1.0,1.0,1.0,25.0,95.18,0.14,7.2,13.22,685.32,0.03,38.07,4,0,2,0,9.0,5.0,19.0,7.0,1.0,False
58930,34.0,13.0,13.0,13.0,104.0,548.01,0.06,17.11,32.03,9194.11,0.18,510.78,28,3,4,0,16.0,18.0,72.0,34.0,25.0,False
31467,32.0,6.0,6.0,3.0,68.0,348.39,0.07,13.62,27.48,6280.51,0.12,348.92,27,3,4,0,17.0,18.0,44.0,28.0,11.0,False
52745,79.0,7.0,4.0,5.0,201.0,1121.58,0.04,24.0,50.34,25324.22,0.38,1406.9,61,2,8,0,17.0,31.0,112.0,89.0,13.0,True
20294,86.0,8.0,1.0,6.0,251.0,1538.45,0.03,29.51,58.91,45835.82,0.52,2546.43,68,0,13,0,24.0,40.0,153.0,110.0,15.0,True
54794,20.0,3.0,1.0,2.0,47.0,212.61,0.16,6.43,32.7,1383.02,0.07,76.83,15,0,4,0,8.0,14.0,28.0,21.0,5.0,False
14461,20.0,1.0,1.0,1.0,64.0,293.44,0.12,8.31,31.53,2731.23,0.1,151.73,13,2,5,0,11.0,13.0,42.0,22.0,1.0,False
87667,24.0,4.0,1.0,3.0,62.0,320.63,0.13,7.62,42.0,2831.68,0.11,157.42,17,1,3,0,11.0,22.0,34.0,28.0,7.0,False
63949,39.0,5.0,3.0,3.0,104.0,510.32,0.07,13.71,42.13,9185.7,0.17,510.32,36,0,1,0,16.0,28.0,64.0,46.0,9.0,False
34043,11.0,2.0,1.0,2.0,24.0,101.95,0.15,6.67,14.73,643.78,0.03,35.77,6,0,3,0,8.0,6.0,16.0,8.0,3.0,False
2787,67.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,False
16765,191.0,27.0,15.0,23.0,581.0,3549.05,0.02,60.15,59.0,213471.74,1.18,11859.54,148,32,16,0,28.0,47.0,324.0,217.0,53.0,True
52580,21.0,3.0,1.0,3.0,47.0,194.18,0.09,10.5,19.59,2177.86,0.06,120.99,15,0,3,0,14.0,9.0,32.0,15.0,5.0,False
85415,49.0,5.0,1.0,4.0,105.0,546.99,0.06,16.0,34.19,8751.88,0.18,486.22,23,5,7,0,16.0,21.0,63.0,42.0,9.0,False
26871,29.0,2.0,1.0,2.0,66.0,330.0,0.11,9.26,32.47,2968.29,0.11,164.91,21,2,4,1,14.0,17.0,44.0,22.0,3.0,False
87499,10.0,3.0,3.0,2.0,22.0,85.84,0.12,8.25,10.4,708.15,0.03,39.34,7,0,1,0,11.0,6.0,13.0,9.0,5.0,False
20859,17.0,2.0,1.0,2.0,43.0,206.72,0.16,6.33,34.85,1373.5,0.07,76.31,10,0,5,0,10.0,15.0,26.0,17.0,3.0,False
3137,20.0,3.0,1.0,2.0,67.0,340.0,0.09,10.2,30.67,3264.0,0.11,181.33,16,0,2,0,12.0,20.0,36.0,31.0,5.0,False
